gender,contract,paymentmethod,internetservice,charges_total,tenure,churn,cuentas_diarias
Male,Month-to-month,Credit card (automatic),Fiber optic,74.6,1,No,2.4866666666666664
Male,Month-to-month,Electronic check,Fiber optic,4187.75,41,Yes,3.2800000000000002
Male,Month-to-month,Credit card (automatic),No,402.85,21,No,0.6833333333333333
Male,Month-to-month,Electronic check,Fiber optic,834.2,11,Yes,2.478333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,4526.85,58,No,2.6599999999999997
Male,Month-to-month,Bank transfer (automatic),Fiber optic,866.45,12,Yes,2.695
Female,One year,Mailed check,No,617.35,29,No,0.6783333333333333
Female,Month-to-month,Electronic check,Fiber optic,242.8,2,Yes,3.48
Female,One year,Mailed check,DSL,617.85,11,No,1.82
Male,Month-to-month,Electronic check,Fiber optic,6143.15,69,Yes,2.9983333333333335
Male,Two year,Bank transfer (automatic),Fiber optic,7099.0,64,No,3.7199999999999998
Female,Month-to-month,Electronic check,Fiber optic,1951.0,20,Yes,3.0266666666666664
Female,Month-to-month,Electronic check,Fiber optic,1907.85,22,Yes,2.975
Female,Month-to-month,Credit card (automatic),DSL,43.95,1,No,1.465
Female,Two year,Mailed check,DSL,5817.45,64,No,3.02
Female,One year,Mailed check,No,914.6,39,No,0.8066666666666666
Female,One year,Credit card (automatic),DSL,2224.5,39,No,1.9533333333333334
Male,One year,Credit card (automatic),Fiber optic,5082.8,48,Yes,3.5366666666666666
Male,Month-to-month,Electronic check,Fiber optic,2001.5,22,Yes,2.98
Female,Two year,Electronic check,DSL,1558.65,24,No,2.145
Female,Month-to-month,Mailed check,No,19.5,1,No,0.65
Male,Month-to-month,Electronic check,Fiber optic,688.65,10,Yes,2.4283333333333332
Male,Month-to-month,Electronic check,DSL,579.0,8,No,2.2233333333333336
Female,Month-to-month,Electronic check,Fiber optic,2937.65,36,No,2.68
Female,Month-to-month,Electronic check,Fiber optic,70.5,1,Yes,2.35
Female,One year,Bank transfer (automatic),No,360.35,16,No,0.6433333333333333
Female,Month-to-month,Electronic check,Fiber optic,1111.65,13,Yes,2.6416666666666666
Male,Month-to-month,Electronic check,DSL,333.65,7,No,1.4916666666666667
Female,One year,Electronic check,DSL,2877.05,41,No,2.2866666666666666
Female,Month-to-month,Credit card (automatic),No,96.1,5,No,0.685
Male,One year,Bank transfer (automatic),DSL,2743.45,55,No,1.6683333333333332
Female,Month-to-month,Electronic check,Fiber optic,582.5,7,Yes,2.8833333333333333
Female,Two year,Bank transfer (automatic),No,1841.2,72,No,0.8416666666666667
Female,Two year,Credit card (automatic),No,1502.25,72,No,0.6833333333333333
Male,Month-to-month,Electronic check,DSL,61.15,1,No,2.038333333333333
Male,One year,Electronic check,DSL,1794.8,47,No,1.3433333333333333
Male,One year,Mailed check,No,422.7,21,No,0.6783333333333333
Male,Two year,Bank transfer (automatic),Fiber optic,6683.4,68,No,3.17
Male,Month-to-month,Electronic check,Fiber optic,5305.05,58,No,3.0949999999999998
Male,Month-to-month,Bank transfer (automatic),Fiber optic,3270.25,33,No,3.353333333333333
Male,One year,Credit card (automatic),No,620.55,33,No,0.67
Male,Month-to-month,Mailed check,No,20.15,1,Yes,0.6716666666666666
Male,Month-to-month,Mailed check,Fiber optic,4952.95,56,No,2.99
Male,Two year,Credit card (automatic),DSL,2409.9,49,No,1.655
Female,Two year,Credit card (automatic),Fiber optic,7279.35,68,No,3.675
Female,Two year,Bank transfer (automatic),Fiber optic,7015.9,72,No,3.2733333333333334
Male,Month-to-month,Electronic check,Fiber optic,90.1,1,No,3.003333333333333
Male,Month-to-month,Electronic check,DSL,44.0,1,No,1.4666666666666666
Female,Two year,Mailed check,No,1335.2,67,No,0.6549999999999999
Female,One year,Mailed check,Fiber optic,5032.25,45,No,3.7766666666666664
Male,Two year,Credit card (automatic),DSL,6441.85,72,No,3.02
Female,One year,Mailed check,No,184.4,10,No,0.67
Male,Two year,Bank transfer (automatic),No,1192.3,59,No,0.6733333333333333
Male,One year,Mailed check,Fiber optic,2090.25,22,No,3.335
Male,Month-to-month,Electronic check,DSL,1441.95,30,No,1.6633333333333333
Male,Two year,Electronic check,DSL,4016.3,52,No,2.64
Male,Month-to-month,Electronic check,Fiber optic,1021.55,10,No,3.175
Male,Month-to-month,Electronic check,DSL,45.3,1,Yes,1.51
Female,Month-to-month,Mailed check,No,20.4,1,Yes,0.6799999999999999
Male,One year,Mailed check,No,415.9,20,No,0.6566666666666666
Female,Month-to-month,Electronic check,Fiber optic,1101.85,14,Yes,2.631666666666667
Male,Month-to-month,Credit card (automatic),Fiber optic,1448.6,16,Yes,2.9683333333333333
Female,Two year,Bank transfer (automatic),No,797.1,35,No,0.7766666666666667
Female,Two year,Bank transfer (automatic),DSL,6468.6,72,No,3.0316666666666667
Female,Two year,Credit card (automatic),DSL,3808.2,65,No,1.9933333333333332
Male,Month-to-month,Mailed check,DSL,256.6,7,No,1.1400000000000001
Female,Month-to-month,Electronic check,DSL,46.0,1,Yes,1.5333333333333334
Female,Month-to-month,Electronic check,Fiber optic,73.0,1,Yes,2.433333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,256.25,3,Yes,2.5016666666666665
Female,Month-to-month,Electronic check,Fiber optic,164.5,2,Yes,2.658333333333333
Female,Two year,Credit card (automatic),No,514.75,23,No,0.8533333333333334
Female,One year,Electronic check,Fiber optic,7674.55,70,Yes,3.65
Female,Month-to-month,Electronic check,No,702.0,29,No,0.8383333333333333
Female,Two year,Bank transfer (automatic),No,779.25,43,No,0.6549999999999999
Male,Month-to-month,Credit card (automatic),DSL,964.9,18,No,1.9466666666666665
Female,Two year,Credit card (automatic),No,1873.7,71,No,0.8350000000000001
Male,Month-to-month,Electronic check,Fiber optic,1893.95,27,Yes,2.5166666666666666
Female,Month-to-month,Mailed check,No,157.65,9,No,0.635
Female,Month-to-month,Bank transfer (automatic),Fiber optic,3545.05,48,No,2.355
Female,One year,Mailed check,No,501.35,27,No,0.6383333333333333
Female,Two year,Bank transfer (automatic),DSL,6474.45,70,No,3.0733333333333333
Female,One year,Electronic check,Fiber optic,6332.75,58,No,3.591666666666667
Female,Two year,Electronic check,Fiber optic,6333.8,60,No,3.49
Male,Two year,Electronic check,Fiber optic,4903.2,46,No,3.621666666666667
Female,Month-to-month,Mailed check,No,20.5,1,Yes,0.6833333333333333
Male,Month-to-month,Electronic check,Fiber optic,6710.5,66,Yes,3.316666666666667
Female,Month-to-month,Electronic check,Fiber optic,81.95,1,Yes,2.731666666666667
Female,Two year,Mailed check,No,201.7,8,No,0.635
Female,Two year,Bank transfer (automatic),No,1292.65,68,No,0.645
Male,Month-to-month,Credit card (automatic),DSL,600.0,18,Yes,1.1166666666666667
Female,Month-to-month,Electronic check,Fiber optic,1131.2,11,Yes,3.3183333333333334
Female,Month-to-month,Electronic check,Fiber optic,84.3,1,Yes,2.81
Female,One year,Electronic check,Fiber optic,4674.4,46,No,3.3699999999999997
Female,Two year,Mailed check,No,141.6,8,No,0.6666666666666666
Male,Month-to-month,Electronic check,Fiber optic,970.45,9,No,3.4366666666666665
Male,Month-to-month,Electronic check,Fiber optic,81.05,1,No,2.7016666666666667
Male,Two year,Electronic check,Fiber optic,6296.75,63,No,3.42
Male,Month-to-month,Electronic check,No,348.8,18,No,0.6333333333333333
Female,Month-to-month,Mailed check,Fiber optic,74.6,1,Yes,2.4866666666666664
Male,Month-to-month,Mailed check,Fiber optic,1301.7,13,Yes,3.3
Female,Month-to-month,Electronic check,Fiber optic,523.15,7,Yes,2.643333333333333
Male,Month-to-month,Electronic check,Fiber optic,1601.5,18,No,2.853333333333333
Male,One year,Mailed check,DSL,2203.1,37,No,1.9583333333333333
Male,Month-to-month,Electronic check,Fiber optic,1253.9,12,Yes,3.5566666666666666
Female,Month-to-month,Bank transfer (automatic),DSL,2076.2,43,Yes,1.635
Female,Month-to-month,Electronic check,Fiber optic,6871.7,63,No,3.625
Male,Two year,Credit card (automatic),No,107.6,6,No,0.6799999999999999
Male,Month-to-month,Credit card (automatic),Fiber optic,2496.7,24,Yes,3.4316666666666666
Female,Month-to-month,Electronic check,Fiber optic,168.2,2,Yes,3.0133333333333336
Male,Month-to-month,Electronic check,Fiber optic,3624.3,38,Yes,3.1550000000000002
Male,One year,Electronic check,Fiber optic,3036.75,33,Yes,3.1933333333333334
Female,Month-to-month,Electronic check,Fiber optic,4946.05,48,No,3.4616666666666664
Male,Month-to-month,Electronic check,Fiber optic,308.1,4,No,2.868333333333333
Female,Month-to-month,Mailed check,DSL,1801.1,29,No,2.2483333333333335
Male,One year,Bank transfer (automatic),DSL,1477.65,27,No,1.8483333333333334
Male,Two year,Bank transfer (automatic),DSL,5324.5,65,No,2.8066666666666666
Male,One year,Credit card (automatic),Fiber optic,2548.65,31,No,2.7233333333333336
Female,Month-to-month,Mailed check,Fiber optic,4847.35,49,No,3.3616666666666664
Male,Two year,Bank transfer (automatic),Fiber optic,8100.55,72,No,3.815
Female,Month-to-month,Electronic check,DSL,370.25,5,No,2.1333333333333333
Male,Month-to-month,Mailed check,DSL,55.7,1,No,1.8566666666666667
Female,Month-to-month,Bank transfer (automatic),DSL,1884.65,33,No,1.9816666666666667
Female,Month-to-month,Mailed check,DSL,35.9,1,No,1.1966666666666665
Female,Two year,Credit card (automatic),No,1654.85,65,No,0.8666666666666667
Female,One year,Credit card (automatic),DSL,4847.05,60,No,2.685
Male,One year,Bank transfer (automatic),DSL,5329.55,63,No,2.8
Female,Month-to-month,Electronic check,Fiber optic,204.7,3,Yes,2.3466666666666667
Female,Month-to-month,Bank transfer (automatic),DSL,2838.55,55,No,1.7216666666666667
Male,One year,Credit card (automatic),Fiber optic,7322.5,68,No,3.525
Female,Two year,Bank transfer (automatic),Fiber optic,6827.5,72,No,3.2199999999999998
Female,Month-to-month,Electronic check,Fiber optic,1808.7,21,Yes,2.8833333333333333
Male,Month-to-month,Electronic check,Fiber optic,324.6,5,Yes,2.325
Female,Month-to-month,Bank transfer (automatic),No,805.2,37,No,0.65
Female,One year,Credit card (automatic),DSL,2080.1,29,No,2.3666666666666667
Female,Month-to-month,Electronic check,Fiber optic,6953.4,64,No,3.705
Male,Two year,Bank transfer (automatic),No,902.0,46,No,0.6683333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,503.6,7,Yes,2.5483333333333333
Female,Month-to-month,Mailed check,Fiber optic,1835.3,23,No,2.645
Male,Two year,Bank transfer (automatic),No,1728.2,68,No,0.8416666666666667
Female,One year,Mailed check,DSL,1391.65,41,No,1.1816666666666669
Male,Month-to-month,Bank transfer (automatic),Fiber optic,185.55,2,Yes,2.985
Female,Month-to-month,Credit card (automatic),Fiber optic,1556.85,17,No,3.0900000000000003
Male,Two year,Bank transfer (automatic),No,1153.25,55,No,0.645
Female,Month-to-month,Mailed check,DSL,232.55,5,No,1.6466666666666667
Female,Two year,Credit card (automatic),DSL,4911.35,68,No,2.3633333333333337
Male,Month-to-month,Electronic check,Fiber optic,533.05,7,No,2.5133333333333336
Female,Month-to-month,Mailed check,Fiber optic,418.4,6,Yes,2.308333333333333
Female,Month-to-month,Electronic check,Fiber optic,4133.95,41,No,3.48
Male,Month-to-month,Electronic check,Fiber optic,151.75,2,No,2.4983333333333335
Female,Month-to-month,Mailed check,No,25.4,1,No,0.8466666666666666
Male,Month-to-month,Mailed check,No,20.25,1,No,0.675
Male,Month-to-month,Electronic check,Fiber optic,318.6,3,No,3.5983333333333336
Male,Month-to-month,Electronic check,DSL,45.6,1,Yes,1.52
Male,Month-to-month,Electronic check,Fiber optic,2698.35,29,Yes,2.9733333333333336
Male,One year,Bank transfer (automatic),Fiber optic,1588.25,17,No,3.2216666666666667
Male,Month-to-month,Bank transfer (automatic),No,697.65,37,No,0.6783333333333333
Female,Month-to-month,Mailed check,DSL,1178.75,22,No,1.8233333333333335
Female,Two year,Electronic check,DSL,6148.45,68,No,2.9383333333333335
Female,Two year,Electronic check,DSL,5730.15,72,No,2.631666666666667
Female,Month-to-month,Credit card (automatic),DSL,1561.5,30,Yes,1.7066666666666668
Female,Month-to-month,Electronic check,Fiber optic,2217.15,31,Yes,2.4633333333333334
Female,Month-to-month,Mailed check,No,275.9,16,No,0.645
Male,Two year,Mailed check,No,1654.75,65,No,0.8583333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,350.3,5,Yes,2.265
Female,Month-to-month,Electronic check,Fiber optic,4144.9,55,No,2.4366666666666665
Male,Month-to-month,Mailed check,DSL,50.75,1,No,1.6916666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,3008.15,33,No,3.1666666666666665
Female,Month-to-month,Electronic check,Fiber optic,3121.1,30,No,3.4699999999999998
Male,Month-to-month,Credit card (automatic),DSL,1405.3,25,No,1.8516666666666666
Male,Month-to-month,Mailed check,DSL,106.85,3,Yes,1.1816666666666669
Female,Month-to-month,Credit card (automatic),DSL,151.3,4,Yes,1.6900000000000002
Male,Month-to-month,Mailed check,No,21.1,1,No,0.7033333333333334
Female,Month-to-month,Mailed check,Fiber optic,1129.1,14,Yes,2.993333333333333
Male,Month-to-month,Mailed check,Fiber optic,1767.35,25,Yes,2.365
Male,Month-to-month,Mailed check,No,536.35,25,No,0.6716666666666666
Female,Two year,Credit card (automatic),Fiber optic,8312.4,72,No,3.8516666666666666
Male,One year,Credit card (automatic),No,835.5,44,No,0.65
Female,Month-to-month,Electronic check,Fiber optic,1380.4,18,No,2.5133333333333336
Female,Month-to-month,Electronic check,Fiber optic,609.65,7,No,2.8116666666666665
Female,Two year,Bank transfer (automatic),DSL,4194.85,59,No,2.4033333333333333
Female,Two year,Bank transfer (automatic),DSL,5917.55,70,No,2.8266666666666667
Female,Month-to-month,Electronic check,No,1077.5,40,No,0.8733333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,3688.6,34,No,3.5116666666666663
Female,Month-to-month,Mailed check,Fiber optic,420.45,5,No,2.8433333333333333
Male,Month-to-month,Electronic check,DSL,45.65,1,Yes,1.5216666666666667
Male,One year,Mailed check,DSL,2983.65,68,No,1.4933333333333332
Female,Two year,Mailed check,No,263.65,14,No,0.6566666666666666
Male,Month-to-month,Mailed check,Fiber optic,1682.4,19,No,2.9983333333333335
Female,Month-to-month,Bank transfer (automatic),DSL,261.25,4,Yes,2.2883333333333336
Female,Two year,Credit card (automatic),No,1733.15,67,No,0.8416666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5431.9,50,No,3.625
Male,One year,Credit card (automatic),DSL,1463.7,43,No,1.1733333333333333
Male,Two year,Credit card (automatic),No,1192.7,59,No,0.6433333333333333
Male,One year,Bank transfer (automatic),No,562.6,27,No,0.67
Female,Month-to-month,Mailed check,DSL,1422.05,22,Yes,2.038333333333333
Female,One year,Bank transfer (automatic),DSL,2635.0,40,No,2.13
Female,One year,Electronic check,Fiber optic,3754.6,37,Yes,3.3066666666666666
Female,Month-to-month,Electronic check,Fiber optic,1111.85,15,Yes,2.658333333333333
Female,Month-to-month,Credit card (automatic),DSL,1505.15,28,No,1.8299999999999998
Male,One year,Mailed check,DSL,989.45,13,Yes,2.51
Male,Month-to-month,Credit card (automatic),No,95.55,5,No,0.6683333333333333
Male,Two year,Credit card (automatic),DSL,3566.7,54,No,2.1883333333333335
Male,Two year,Bank transfer (automatic),DSL,2395.05,63,No,1.3116666666666668
Female,Month-to-month,Mailed check,No,406.05,20,No,0.6683333333333333
Female,One year,Bank transfer (automatic),Fiber optic,4822.85,46,Yes,3.506666666666667
Female,Two year,Electronic check,DSL,6786.1,72,No,3.08
Female,Two year,Credit card (automatic),No,1888.25,71,No,0.8533333333333334
Male,Month-to-month,Credit card (automatic),No,674.55,32,No,0.6483333333333333
Female,One year,Electronic check,Fiber optic,7521.95,71,No,3.5300000000000002
Female,Two year,Mailed check,DSL,6293.45,71,No,2.9949999999999997
Male,Two year,Bank transfer (automatic),DSL,4681.75,71,No,2.171666666666667
Male,Month-to-month,Mailed check,Fiber optic,1490.4,22,No,2.3233333333333333
Female,Month-to-month,Electronic check,Fiber optic,1062.1,12,Yes,3.2
Male,Two year,Bank transfer (automatic),No,1303.25,68,No,0.6649999999999999
Male,Month-to-month,Electronic check,DSL,119.5,2,No,1.7816666666666667
Female,Month-to-month,Bank transfer (automatic),DSL,1718.95,29,No,1.9516666666666667
Female,Month-to-month,Credit card (automatic),DSL,293.3,7,Yes,1.3366666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,1043.4,12,No,2.665
Female,One year,Mailed check,DSL,1885.15,34,No,1.8333333333333333
Female,Month-to-month,Electronic check,DSL,1742.75,22,Yes,2.64
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1269.55,15,Yes,2.8633333333333337
Female,Month-to-month,Credit card (automatic),Fiber optic,3126.85,40,No,2.628333333333333
Female,Two year,Credit card (automatic),Fiber optic,6921.7,72,No,3.1483333333333334
Female,Two year,Electronic check,DSL,3580.95,72,No,1.6400000000000001
Female,Two year,Mailed check,DSL,3349.1,45,No,2.4516666666666667
Male,Two year,Bank transfer (automatic),Fiber optic,8033.1,72,No,3.731666666666667
Female,Two year,Credit card (automatic),DSL,6388.65,71,No,2.9766666666666666
Male,Month-to-month,Credit card (automatic),DSL,1011.05,18,No,1.97
Female,Month-to-month,Electronic check,Fiber optic,4045.65,47,Yes,2.8433333333333333
Female,Two year,Electronic check,DSL,3656.25,68,No,1.7666666666666666
Female,Two year,Electronic check,DSL,5330.2,68,No,2.6883333333333335
Male,Month-to-month,Electronic check,Fiber optic,84.85,1,Yes,2.828333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,2003.6,34,No,2.0283333333333333
Female,Month-to-month,Mailed check,Fiber optic,1928.7,24,No,2.6550000000000002
Male,One year,Bank transfer (automatic),Fiber optic,5125.75,58,No,2.9949999999999997
Male,Month-to-month,Electronic check,Fiber optic,546.95,7,Yes,2.8266666666666667
Male,Month-to-month,Electronic check,DSL,50.8,1,Yes,1.6933333333333331
Male,Month-to-month,Mailed check,DSL,354.05,7,Yes,1.7
Female,Month-to-month,Electronic check,Fiber optic,3371.75,37,No,3.0
Male,Two year,Mailed check,No,1331.05,52,No,0.8183333333333334
Female,Two year,Bank transfer (automatic),No,886.4,45,No,0.6666666666666666
Male,Two year,Mailed check,No,1077.95,43,No,0.8083333333333333
Female,Month-to-month,Electronic check,Fiber optic,2070.05,26,No,2.731666666666667
Male,Month-to-month,Electronic check,Fiber optic,5581.05,56,No,3.2866666666666666
Female,Month-to-month,Bank transfer (automatic),DSL,25.25,1,No,0.8416666666666667
Female,Two year,Bank transfer (automatic),DSL,5560.0,68,No,2.8433333333333333
Male,One year,Credit card (automatic),DSL,1246.4,27,No,1.5283333333333333
Male,Month-to-month,Electronic check,Fiber optic,791.7,9,No,2.85
Male,Month-to-month,Mailed check,DSL,438.4,8,Yes,1.505
Female,Month-to-month,Credit card (automatic),No,19.4,1,No,0.6466666666666666
Male,Two year,Bank transfer (automatic),Fiber optic,8297.5,71,No,3.868333333333333
Female,Month-to-month,Bank transfer (automatic),No,289.3,15,Yes,0.6466666666666666
Female,Two year,Bank transfer (automatic),Fiber optic,6579.05,70,Yes,3.1300000000000003
Female,Two year,Credit card (automatic),DSL,6110.75,72,No,2.8633333333333337
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1956.4,21,No,3.305
Female,Two year,Mailed check,No,1079.45,54,No,0.67
Female,Two year,Mailed check,No,162.15,8,No,0.65
Female,Month-to-month,Credit card (automatic),DSL,1233.25,24,No,1.6433333333333333
Female,Two year,Mailed check,No,883.35,48,No,0.6516666666666667
Female,Month-to-month,Mailed check,DSL,55.2,1,Yes,1.84
Female,Month-to-month,Mailed check,No,132.25,5,No,0.81
Male,One year,Credit card (automatic),DSL,792.15,17,No,1.4816666666666667
Male,Two year,Bank transfer (automatic),DSL,5753.25,72,No,2.645
Female,One year,Credit card (automatic),Fiber optic,7362.9,72,No,3.44
Female,Month-to-month,Electronic check,DSL,263.05,6,No,1.48
Female,Two year,Credit card (automatic),DSL,5401.9,72,No,2.64
Female,Month-to-month,Mailed check,DSL,239.55,4,Yes,1.695
Male,Two year,Credit card (automatic),No,1218.45,62,No,0.6883333333333332
Female,One year,Electronic check,Fiber optic,3692.85,39,Yes,3.185
Male,One year,Mailed check,No,20.4,1,No,0.6799999999999999
Female,One year,Bank transfer (automatic),DSL,3145.15,51,No,2.0166666666666666
Male,One year,Bank transfer (automatic),Fiber optic,6017.65,58,Yes,3.441666666666667
Male,Month-to-month,Mailed check,Fiber optic,3141.7,38,No,2.728333333333333
Male,One year,Bank transfer (automatic),Fiber optic,2603.3,33,No,2.67
Male,Month-to-month,Mailed check,No,415.4,20,No,0.6466666666666666
Female,Two year,Bank transfer (automatic),DSL,2471.6,31,No,2.685
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2239.65,20,Yes,3.5283333333333333
Male,Month-to-month,Electronic check,Fiber optic,5135.35,64,No,2.7016666666666667
Male,Two year,Credit card (automatic),DSL,5810.9,72,No,2.6516666666666664
Male,One year,Electronic check,Fiber optic,767.9,9,No,3.0116666666666663
Male,One year,Electronic check,Fiber optic,6363.45,61,No,3.466666666666667
Male,Two year,Mailed check,DSL,4461.85,52,No,2.8383333333333334
Female,Two year,Bank transfer (automatic),DSL,3121.4,69,No,1.5416666666666667
Female,Month-to-month,Mailed check,Fiber optic,79.15,1,No,2.6383333333333336
Male,Two year,Bank transfer (automatic),DSL,4953.25,68,No,2.4316666666666666
Male,Month-to-month,Credit card (automatic),DSL,979.5,14,No,2.2199999999999998
Male,One year,Credit card (automatic),DSL,249.55,7,No,1.1833333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,115.95,2,Yes,2.3400000000000003
Female,Month-to-month,Electronic check,Fiber optic,70.1,1,No,2.3366666666666664
Male,Two year,Mailed check,No,1222.25,51,No,0.8316666666666667
Female,Month-to-month,Electronic check,Fiber optic,347.65,4,Yes,3.32
Male,Two year,Mailed check,No,278.85,15,No,0.645
Female,One year,Credit card (automatic),Fiber optic,7789.6,72,No,3.6383333333333336
Male,Month-to-month,Credit card (automatic),Fiber optic,4914.9,50,No,3.146666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,5438.95,57,No,3.1333333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,4060.55,44,No,3.17
Female,One year,Electronic check,Fiber optic,6840.95,62,No,3.6933333333333334
Female,Month-to-month,Electronic check,Fiber optic,1096.25,14,Yes,2.4766666666666666
Female,Month-to-month,Electronic check,DSL,571.05,7,No,2.6166666666666667
Female,Two year,Electronic check,Fiber optic,7751.7,72,No,3.691666666666667
Male,Month-to-month,Mailed check,DSL,49.05,1,No,1.635
Male,Two year,Bank transfer (automatic),DSL,4685.55,72,No,2.1033333333333335
Female,Month-to-month,Mailed check,DSL,45.4,1,No,1.5133333333333332
Female,Month-to-month,Credit card (automatic),Fiber optic,270.7,3,Yes,2.503333333333333
Female,One year,Bank transfer (automatic),No,624.15,32,No,0.6583333333333333
Female,Two year,Electronic check,Fiber optic,7213.75,71,No,3.3066666666666666
Male,Month-to-month,Electronic check,Fiber optic,6017.9,60,No,3.3
Female,Month-to-month,Mailed check,DSL,179.85,4,No,1.625
Male,Month-to-month,Credit card (automatic),Fiber optic,5088.4,52,No,3.1883333333333335
Female,One year,Credit card (automatic),DSL,1734.5,29,No,1.9333333333333333
Male,One year,Credit card (automatic),Fiber optic,4920.8,49,No,3.308333333333333
Male,One year,Mailed check,DSL,2448.5,40,No,2.01
Female,One year,Credit card (automatic),Fiber optic,5985.0,57,No,3.3583333333333334
Female,Month-to-month,Credit card (automatic),DSL,4300.45,62,No,2.3483333333333336
Male,One year,Mailed check,Fiber optic,1940.8,23,No,2.893333333333333
Female,Two year,Bank transfer (automatic),DSL,4386.2,65,No,2.3666666666666667
Female,Two year,Mailed check,No,741.5,38,No,0.6683333333333333
Female,Month-to-month,Electronic check,Fiber optic,5438.9,48,Yes,3.915
Male,Two year,Bank transfer (automatic),DSL,5784.3,72,No,2.7383333333333337
Female,Month-to-month,Bank transfer (automatic),No,52.0,2,No,0.6616666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,2065.4,28,No,2.5516666666666667
Male,Two year,Electronic check,Fiber optic,7108.2,65,No,3.635
Female,Month-to-month,Mailed check,No,61.05,2,No,0.6466666666666666
Male,Month-to-month,Mailed check,DSL,298.45,10,Yes,1.13
Female,Month-to-month,Credit card (automatic),Fiber optic,1430.25,16,Yes,2.981666666666667
Female,Two year,Credit card (automatic),DSL,3880.05,72,No,1.855
Female,One year,Credit card (automatic),DSL,444.75,12,No,1.105
Female,Month-to-month,Electronic check,No,19.9,1,Yes,0.6633333333333333
Female,Month-to-month,Credit card (automatic),DSL,1183.8,26,No,1.4816666666666667
Female,One year,Mailed check,No,403.15,20,No,0.65
Female,Month-to-month,Mailed check,No,144.95,7,No,0.6433333333333333
Female,One year,Credit card (automatic),DSL,3058.65,38,Yes,2.6766666666666667
Male,Month-to-month,Electronic check,Fiber optic,2024.1,23,No,3.0
Male,Two year,Electronic check,Fiber optic,7321.05,67,No,3.7016666666666667
Female,One year,Bank transfer (automatic),No,1203.95,48,No,0.8183333333333334
Male,Two year,Bank transfer (automatic),Fiber optic,6692.65,64,No,3.48
Female,Month-to-month,Electronic check,Fiber optic,233.65,3,No,2.485
Female,One year,Credit card (automatic),Fiber optic,3416.85,32,No,3.4683333333333333
Female,One year,Bank transfer (automatic),DSL,3913.3,57,Yes,2.3366666666666664
Male,One year,Bank transfer (automatic),Fiber optic,4299.75,51,No,2.8066666666666666
Male,Month-to-month,Mailed check,No,342.4,16,Yes,0.6566666666666666
Female,One year,Credit card (automatic),No,1171.5,48,No,0.8350000000000001
Male,Two year,Credit card (automatic),No,388.6,18,No,0.6683333333333333
Male,Two year,Mailed check,DSL,857.75,23,No,1.3366666666666667
Female,Month-to-month,Credit card (automatic),DSL,2832.75,55,No,1.6849999999999998
Female,Month-to-month,Mailed check,No,41.2,2,No,0.6766666666666666
Male,Month-to-month,Mailed check,Fiber optic,890.6,9,Yes,3.1616666666666666
Male,Two year,Credit card (automatic),No,531.6,27,No,0.6783333333333333
Female,Month-to-month,Electronic check,DSL,812.5,35,No,0.8049999999999999
Female,Two year,Credit card (automatic),No,1191.4,58,No,0.6833333333333333
Male,Month-to-month,Electronic check,Fiber optic,4014.6,42,No,3.146666666666667
Female,One year,Mailed check,DSL,2722.2,44,No,2.05
Female,Two year,Bank transfer (automatic),DSL,3254.35,43,No,2.506666666666667
Female,One year,Mailed check,No,134.05,7,No,0.6883333333333332
Female,Month-to-month,Electronic check,Fiber optic,2890.65,28,Yes,3.4433333333333334
Female,Month-to-month,Bank transfer (automatic),Fiber optic,3848.0,41,No,3.1633333333333336
Male,Month-to-month,Electronic check,Fiber optic,1861.5,24,Yes,2.675
Female,One year,Credit card (automatic),Fiber optic,4134.85,39,Yes,3.49
Male,Month-to-month,Electronic check,Fiber optic,6812.95,65,No,3.475
Male,One year,Credit card (automatic),DSL,1382.9,40,No,1.2
Female,One year,Mailed check,DSL,3231.05,46,No,2.353333333333333
Male,Month-to-month,Electronic check,Fiber optic,3050.15,36,Yes,2.825
Male,Month-to-month,Bank transfer (automatic),DSL,4981.15,62,No,2.68
Male,One year,Electronic check,DSL,2044.75,30,No,2.3466666666666667
Female,Two year,Bank transfer (automatic),Fiber optic,7939.25,70,No,3.7883333333333336
Male,Month-to-month,Mailed check,No,19.9,1,No,0.6633333333333333
Male,Month-to-month,Mailed check,Fiber optic,541.9,5,Yes,3.4699999999999998
Male,Month-to-month,Electronic check,Fiber optic,2248.05,24,No,3.1
Male,Month-to-month,Mailed check,No,208.0,11,No,0.675
Male,One year,Bank transfer (automatic),Fiber optic,5720.95,58,No,3.305
